Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight
M,0.7653419642920896,0.2353497721744013,0.1131016459946214,1.7035565531648507,0.27043251167242366,0.24293884646088748,0.4787545699318479
M,0.48392464268047475,0.3010719613090237,0.06806724125158041,0.8959782493289089,0.6035378970210742,0.06410888716317507,0.33925345348502334
I,0.6219198728926315,0.3174972219086761,0.18779971854820596,0.9166099483324911,0.556863312786468,0.08531134780482831,0.3212569664424283
M,0.7509414771958876,0.34376920037335124,0.1267680830461144,1.6031976333482214,0.45396090725906035,0.14382930487094972,0.14276478006617044
F,0.3555324301600311,0.28195797030749203,0.10257114699307127,1.3262547296546443,0.7764969562454771,0.08465800590285545,0.43883101341304276
F,0.6920985798068547,0.2494694581181712,0.17789248993492857,0.1540689850566983,0.33158459866483037,0.12150058949115365,0.06765333770022278
I,0.37309854002835585,0.33873873913244834,0.20990478130769083,1.336544138187507,0.33607264696679195,0.2852888262196547,0.42813744298062706
M,0.5175891079924971,0.23391859287770933,0.21500470969092245,0.5465028300140684,0.40642057539836396,0.019117611367437115,0.49111470917929895
I,0.732001922626845,0.22073348187029881,0.18667537281015398,0.7469276261179396,0.03824131633023026,0.211568088701105,0.05134356086395442
I,0.3768936992620354,0.4360272480967454,0.08815770735536815,1.678926199808994,0.2303072471414163,0.18390118781013975,0.4227069099288291
M,0.49562616731301995,0.5160969171446963,0.10356980277433632,1.4764831835786874,0.34032486827633973,0.29664073201191604,0.1343005810680536
M,0.6208399485864128,0.5803778880020447,0.12578191314104842,1.5844275842160638,0.796471686600539,0.3818316533718521,0.26180455019811666
F,0.5632063002412887,0.41277081210483757,0.1731630728593823,0.28203623599796435,0.11867270934352242,0.13398077346735976,0.09415576289538
F,0.36492776578435127,0.5435123936999486,0.14523646808479815,1.1549665449638327,0.18354913687812555,0.09491435194474905,0.38863624889010234
I,0.35610515440096047,0.49123577507912186,0.11610683592007758,0.9112002374248968,0.684134539659256,0.2751510571994252,0.10150802024643946
M,0.39047554699251547,0.5835493322175076,0.11629047044034606,0.4407057423573851,0.09349556630547645,0.2505141001475474,0.006649817623544385
I,0.5342433198670354,0.3277606854301518,0.2162073767610578,0.7660838106185591,0.43190279597049724,0.203274407578629,0.38123175014603405
M,0.4301359509138154,0.4104413485341193,0.08642714875097642,0.7195363136506281,0.5815986863421331,0.15709879317133435,0.09205719562098444
F,0.3306430606232458,0.3315842975934831,0.06888541829268267,0.9023114034376422,0.0666826976372904,0.38405547981196386,0.24291427100434954
I,0.5105491277162831,0.2888088929752657,0.09504103025515154,1.6208130297643268,0.48823280022048887,0.021446264885597643,0.20214902036117416
I,0.32427326372376486,0.6245332739270887,0.07808594423966911,0.7512831873098992,0.043325128912970856,0.19080965728413327,0.4730270981708729
I,0.3256905396551457,0.3341098004076661,0.17158405589086015,0.2973096627907992,0.48168119638138224,0.07387560015492933,0.04590607409800765
F,0.5492031459565315,0.5385686704344104,0.08254909381380476,1.1714204405929514,0.2382345222759066,0.22822749436933834,0.5062130567316072
F,0.5017430692239391,0.2541797653349309,0.18630115627238292,0.9955231668709997,0.14393354170402914,0.027852512066222163,0.48355474988701724
M,0.36769497872598933,0.6048760658659036,0.09668059048900812,0.5982391740313229,0.4095810520110099,0.28929129435896644,0.3049325326683452
M,0.5606524113710484,0.5322055520867943,0.15995415241362854,1.0000323751616798,0.4435020364123808,0.04936000111405087,0.3581632743032388
F,0.41810030425309164,0.5624299016082133,0.1985847050385057,0.9531540237020177,0.26922869128062393,0.2649144896704074,0.3024278507034276
M,0.6699823932391866,0.4960188094046149,0.19523778076075027,0.7062586863261907,0.1581615270419219,0.16120797605348147,0.15389185468308916
F,0.30192344805010735,0.3929429326417093,0.07309914408812554,1.6620427664005766,0.6929514636438412,0.14804547820919456,0.15607520866688046
I,0.37530040378496476,0.4806091302539717,0.1630867148576463,0.6309602155831504,0.6525853379674094,0.24529801905600537,0.29484256394333974
M,0.710450415993206,0.5646961363110504,0.12802812318356466,0.8370409271900902,0.6266812475630422,0.16284572552337231,0.45369008454687143
I,0.3281202490247729,0.26415088282523014,0.1927032554054205,0.2908163370677772,0.4377792013886071,0.14057450448806166,0.01148070841652174
I,0.5378310221083292,0.5018196176503712,0.20890788582214137,1.0118245512431718,0.5515327552138589,0.3968658157962067,0.38024001993611345
M,0.6338779611609942,0.2631825477834791,0.17129730575392182,0.7378494605667698,0.2073484312687769,0.18987027156610467,0.18285318743010381
I,0.5933232889961215,0.37186134658645265,0.1065432934755452,1.5644588557570271,0.5983935107824669,0.385219970257353,0.4234738449043832
