Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight,Stage of Life
F,0.397631631701327,0.2858728630793721,0.0652919314801297,1.4068275112353663,0.124767367049592,0.1073818172231287,0.3851697398136174,Adult
M,0.7192617988863532,0.4892299478195834,0.1175032868589096,1.5744830278070645,0.6584066198861179,0.308331824186509,0.48508994544834,Adult
F,0.7263071624550199,0.4666201157090611,0.0952003659701913,1.368243246385224,0.4566606485535187,0.3280591573850422,0.0242247356110763,Adole
F,0.6850902986761697,0.3422527150720231,0.135270282895604,0.330928899962431,0.4249508139496497,0.27602740983192,0.0325979847412063,Child
F,0.3402830357884693,0.2792663817052593,0.2179806356135608,1.4572585649039644,0.6637899625317067,0.0150353782971812,0.0128593604197965,Child
M,0.4628246549820285,0.3667442510588112,0.1408236560088332,0.2372223093659731,0.5605901325332991,0.2232885697504079,0.1200611604477319,Child
F,0.7355042225587103,0.4369260000623408,0.1224272370446533,1.61063048638333,0.02121463345006,0.0824779495247234,0.0347359054013255,Adult
I,0.3950260992684485,0.4519411001884356,0.084445101087248,0.3710409644982019,0.0200348916659378,0.1222327461481698,0.1000032140547523,Adult
M,0.7071251387348465,0.6203337301548507,0.1222239067262365,0.247026801045494,0.2195560325871262,0.2375951835347519,0.2000545825303935,Child
F,0.7092505109033784,0.346038481580901,0.1960850877625408,1.051959878573955,0.6238331306533587,0.0728962967697903,0.0694942403291228,Child
I,0.7224291886943828,0.319556464885155,0.1185916975474574,0.5263137240606491,0.5433889725917389,0.3007270452017188,0.239913406492642,Child
M,0.7653419642920896,0.2353497721744013,0.1131016459946214,1.7035565531648509,0.2704325116724236,0.2429388464608874,0.4787545699318479,Adult
M,0.4839246426804747,0.3010719613090237,0.0680672412515804,0.8959782493289089,0.6035378970210742,0.064108887163175,0.3392534534850233,Child
I,0.6219198728926315,0.3174972219086761,0.1877997185482059,0.9166099483324912,0.556863312786468,0.0853113478048283,0.3212569664424283,Adole
M,0.7509414771958876,0.3437692003733512,0.1267680830461144,1.6031976333482214,0.4539609072590603,0.1438293048709497,0.1427647800661704,Adult
F,0.3555324301600311,0.281957970307492,0.1025711469930712,1.3262547296546443,0.7764969562454771,0.0846580059028554,0.4388310134130427,Child
F,0.6920985798068547,0.2494694581181712,0.1778924899349285,0.1540689850566983,0.3315845986648303,0.1215005894911536,0.0676533377002227,Child
I,0.3730985400283558,0.3387387391324483,0.2099047813076908,1.336544138187507,0.3360726469667919,0.2852888262196547,0.428137442980627,Adult
M,0.5175891079924971,0.2339185928777093,0.2150047096909224,0.5465028300140684,0.4064205753983639,0.0191176113674371,0.4911147091792989,Adole
I,0.732001922626845,0.2207334818702988,0.1866753728101539,0.7469276261179396,0.0382413163302302,0.211568088701105,0.0513435608639544,Adult
I,0.3768936992620354,0.4360272480967454,0.0881577073553681,1.678926199808994,0.2303072471414163,0.1839011878101397,0.4227069099288291,Adult
M,0.4956261673130199,0.5160969171446963,0.1035698027743363,1.4764831835786874,0.3403248682763397,0.296640732011916,0.1343005810680536,Adult
M,0.6208399485864128,0.5803778880020447,0.1257819131410484,1.5844275842160638,0.796471686600539,0.3818316533718521,0.2618045501981166,Adult
F,0.5632063002412887,0.4127708121048375,0.1731630728593823,0.2820362359979643,0.1186727093435224,0.1339807734673597,0.09415576289538,Child
F,0.3649277657843512,0.5435123936999486,0.1452364680847981,1.1549665449638329,0.1835491368781255,0.094914351944749,0.3886362488901023,Adult
I,0.3561051544009604,0.4912357750791218,0.1161068359200775,0.9112002374248968,0.684134539659256,0.2751510571994252,0.1015080202464394,Adole
M,0.3904755469925154,0.5835493322175076,0.116290470440346,0.4407057423573851,0.0934955663054764,0.2505141001475474,0.0066498176235443,Adole
I,0.5342433198670354,0.3277606854301518,0.2162073767610578,0.7660838106185591,0.4319027959704972,0.203274407578629,0.381231750146034,Child
M,0.4301359509138154,0.4104413485341193,0.0864271487509764,0.7195363136506281,0.5815986863421331,0.1570987931713343,0.0920571956209844,Child
F,0.3306430606232458,0.3315842975934831,0.0688854182926826,0.9023114034376422,0.0666826976372904,0.3840554798119638,0.2429142710043495,Adult
I,0.5105491277162831,0.2888088929752657,0.0950410302551515,1.6208130297643268,0.4882328002204888,0.0214462648855976,0.2021490203611741,Adult
I,0.3242732637237648,0.6245332739270887,0.0780859442396691,0.7512831873098992,0.0433251289129708,0.1908096572841332,0.4730270981708729,Adult
I,0.3256905396551457,0.3341098004076661,0.1715840558908601,0.2973096627907992,0.4816811963813822,0.0738756001549293,0.0459060740980076,Child
F,0.5492031459565315,0.5385686704344104,0.0825490938138047,1.1714204405929514,0.2382345222759066,0.2282274943693383,0.5062130567316072,Adult
F,0.5017430692239391,0.2541797653349309,0.1863011562723829,0.9955231668709996,0.1439335417040291,0.0278525120662221,0.4835547498870172,Adult
M,0.3676949787259893,0.6048760658659036,0.0966805904890081,0.5982391740313229,0.4095810520110099,0.2892912943589664,0.3049325326683452,Child
M,0.5606524113710484,0.5322055520867943,0.1599541524136285,1.0000323751616798,0.4435020364123808,0.0493600011140508,0.3581632743032388,Adult
F,0.4181003042530916,0.5624299016082133,0.1985847050385057,0.9531540237020176,0.2692286912806239,0.2649144896704074,0.3024278507034276,Adult
M,0.6699823932391866,0.4960188094046149,0.1952377807607502,0.7062586863261907,0.1581615270419219,0.1612079760534814,0.1538918546830891,Adult
F,0.3019234480501073,0.3929429326417093,0.0730991440881255,1.6620427664005766,0.6929514636438412,0.1480454782091945,0.1560752086668804,Adole
I,0.3753004037849647,0.4806091302539717,0.1630867148576463,0.6309602155831504,0.6525853379674094,0.2452980190560053,0.2948425639433397,Child
M,0.710450415993206,0.5646961363110504,0.1280281231835646,0.8370409271900902,0.6266812475630422,0.1628457255233723,0.4536900845468714,Adole
I,0.3281202490247729,0.2641508828252301,0.1927032554054205,0.2908163370677772,0.4377792013886071,0.1405745044880616,0.0114807084165217,Child
I,0.5378310221083292,0.5018196176503712,0.2089078858221413,1.0118245512431718,0.5515327552138589,0.3968658157962067,0.3802400199361134,Child
M,0.6338779611609942,0.2631825477834791,0.1712973057539218,0.7378494605667698,0.2073484312687769,0.1898702715661046,0.1828531874301038,Adult
I,0.5933232889961215,0.3718613465864526,0.1065432934755452,1.5644588557570271,0.5983935107824669,0.385219970257353,0.4234738449043832,Adult
